0.096
0.113
0.113
0.1
0.135
0.111
0.122
0.082
0.105
0.086
0.088
0.127
0.279
0.133
0.073
0.37
0.244
0.21
0.15
0.093
0.128
0.112
0.093
0.095
0.108
0.079
0.228
0.102
0.126
0.103
0.119
0.098
0.106
0.119
0.083
0.091
0.202
0.112
0.103
0.069
0.093
0.105
0.233
0.113
0.09
0.079
0.198
0.105
0.08
0.081
0.102
0.094
0.133
0.102
0.17
0.111
0.162
0.12
0.079
0.185
0.112
0.1
0.16
0.078
0.102
0.126
0.112
0.079
0.102
0.106
0.306
0.166
0.111
0.144
0.107
0.097
0.119
0.128
0.087
0.321
0.351
0.119
0.168
0.144
0.437
0.085
0.115
0.077
0.112
0.078
0.33
0.075
0.132
0.09
0.144
0.352
0.099
0.404
0.109
0.078
