0.113
0.195
0.254
0.092
0.295
0.079
0.101
0.108
0.108
0.105
0.113
0.081
0.108
0.079
0.229
0.261
0.232
0.098
0.123
0.105
0.13
0.121
0.104
0.1
0.113
0.08
0.109
0.102
0.09
0.098
0.078
0.128
0.081
0.102
0.087
0.079
0.078
0.113
0.079
0.078
0.087
0.078
0.087
0.102
0.1
0.137
0.077
0.112
0.107
0.143
0.103
0.12
0.082
0.077
0.098
0.119
0.077
0.087
0.135
0.084
0.107
0.094
0.107
0.113
0.105
0.095
0.094
0.126
0.123
0.105
0.145
0.086
0.105
0.112
0.134
0.071
0.129
0.1
0.082
0.106
0.119
0.389
0.124
0.117
0.11
0.079
0.14
0.107
0.08
0.118
0.078
0.117
0.115
0.153
0.081
0.078
0.136
0.105
0.089
0.119
